,avg_price,total_price,location,followInfo
4860,21085.2,150.0,钱塘新区,0.0
4861,24489.8,108.0,钱塘新区,0.0
4862,26623,260.0,钱塘新区,2.0
4863,19842.8,202.0,钱塘新区,0.0
4864,24962.9,336.0,钱塘新区,2.0
4865,23280.3,420.0,钱塘新区,2.0
4866,21498.3,130.0,钱塘新区,0.0
4867,15879.8,74.0,钱塘新区,1.0
4868,19823.8,90.0,钱塘新区,3.0
4869,27557.9,390.0,钱塘新区,0.0
4870,25039.4,270.0,钱塘新区,8.0
4871,19805.6,108.0,钱塘新区,0.0
4872,21052.6,120.0,钱塘新区,0.0
4873,42788.1,310.0,钱塘新区,2.0
4874,14588.6,75.0,钱塘新区,5.0
4875,16786.6,70.0,钱塘新区,0.0
4876,14583.3,140.0,钱塘新区,0.0
4877,28414.3,248.0,钱塘新区,10.0
4878,33880.2,285.0,钱塘新区,4.0
4879,16287.4,68.0,钱塘新区,0.0
4880,27515.7,280.0,钱塘新区,3.0
4881,15531.9,73.0,钱塘新区,15.0
4882,21428.6,90.0,钱塘新区,1.0
4883,24140,160.0,钱塘新区,2.0
4884,29639.8,260.0,钱塘新区,1.0
4885,19017.7,115.0,钱塘新区,6.0
4886,26604.8,235.0,钱塘新区,3.0
4887,23879.9,105.0,钱塘新区,0.0
4888,31366.2,270.0,钱塘新区,21.0
4889,30532.6,270.0,钱塘新区,0.0
4890,33658.7,300.0,钱塘新区,9.0
4891,14977.1,108.0,钱塘新区,0.0
4892,24489.8,108.0,钱塘新区,0.0
4893,26349.1,125.0,钱塘新区,1.0
4894,16029.4,109.0,钱塘新区,1.0
4895,16570.9,75.0,钱塘新区,0.0
4896,13832.2,61.0,钱塘新区,5.0
4897,19572.4,119.0,钱塘新区,1.0
4898,32886.1,125.0,钱塘新区,16.0
4899,17002.2,76.0,钱塘新区,3.0
4900,14444.4,65.0,钱塘新区,24.0
4901,24504.3,110.0,钱塘新区,0.0
4902,18838.9,98.0,钱塘新区,4.0
4903,12223.1,64.0,钱塘新区,0.0
4904,23879.9,105.0,钱塘新区,3.0
4905,30898.9,275.0,钱塘新区,2.0
4906,16922.6,108.0,钱塘新区,4.0
4907,39559.7,230.0,钱塘新区,5.0
4908,22011.2,102.0,钱塘新区,3.0
4909,21590.9,95.0,钱塘新区,16.0
4910,14341.1,185.0,钱塘新区,0.0
4911,41666.7,300.0,钱塘新区,0.0
4912,17307.7,90.0,钱塘新区,4.0
4913,29715,245.0,钱塘新区,1.0
4914,33673.5,198.0,钱塘新区,2.0
4915,24762.3,125.0,钱塘新区,0.0
4916,15970.1,107.0,钱塘新区,0.0
4917,32788.1,429.0,钱塘新区,0.0
4918,23750.6,240.0,钱塘新区,2.0
4919,13315.6,70.0,钱塘新区,0.0
4920,20545,95.0,钱塘新区,24.0
4921,21833.1,96.0,钱塘新区,3.0
4922,22168.5,110.0,钱塘新区,0.0
4923,26666.7,120.0,钱塘新区,0.0
4924,32870.7,360.0,钱塘新区,2.0
4925,17818.2,98.0,钱塘新区,2.0
4926,12841.2,175.0,钱塘新区,14.0
4927,21208.9,120.0,钱塘新区,15.0
4928,34639,130.0,钱塘新区,0.0
4929,22997.4,178.0,钱塘新区,4.0
4930,21635.7,100.0,钱塘新区,3.0
4931,14888.3,90.0,钱塘新区,4.0
4932,13829.8,130.0,钱塘新区,2.0
4933,13402.1,130.0,钱塘新区,33.0
4934,40260.4,235.0,钱塘新区,43.0
4935,17621.1,80.0,钱塘新区,2.0
4936,16094.4,75.0,钱塘新区,14.0
4937,16049.9,72.0,钱塘新区,0.0
4938,25289.8,120.0,钱塘新区,4.0
4939,17857.1,107.0,钱塘新区,0.0
4940,21591.9,102.0,钱塘新区,1.0
4941,30000,246.0,钱塘新区,0.0
4942,27436.8,380.0,钱塘新区,0.0
4943,20767.5,92.0,钱塘新区,0.0
4944,25096.9,395.0,钱塘新区,0.0
4945,17647.1,120.0,钱塘新区,0.0
4946,17556.6,97.0,钱塘新区,9.0
4947,19413.1,86.0,钱塘新区,0.0
4948,24944.6,180.0,钱塘新区,1.0
4949,13181.8,72.5,钱塘新区,1.0
4950,25738.6,480.0,钱塘新区,1.0
4951,20589.6,88.0,钱塘新区,1.0
4952,14888.3,90.0,钱塘新区,0.0
4953,20589.6,88.0,钱塘新区,2.0
4954,21057.6,90.0,钱塘新区,0.0
4955,22222.2,98.0,钱塘新区,0.0
4956,15089.8,200.0,钱塘新区,2.0
4957,16177.7,75.0,钱塘新区,2.0
4958,13558,70.0,钱塘新区,1.0
4959,26834.6,260.0,钱塘新区,3.0
4960,31895.7,230.0,钱塘新区,0.0
4961,22980.2,95.0,钱塘新区,0.0
4962,19187.4,85.0,钱塘新区,29.0
4963,29545.5,130.0,钱塘新区,0.0
4964,27328.6,120.0,钱塘新区,0.0
4965,31349.7,275.0,钱塘新区,6.0
4966,20967.7,130.0,钱塘新区,0.0
4967,21615.2,110.0,钱塘新区,0.0
4968,39477.1,305.0,钱塘新区,28.0
4969,31936.1,240.0,钱塘新区,2.0
4970,16730,88.0,钱塘新区,3.0
4971,18224.9,100.0,钱塘新区,1.0
4972,21833.1,96.0,钱塘新区,38.0
4973,14638.8,138.0,钱塘新区,0.0
4974,16339.9,85.0,钱塘新区,2.0
4975,20212.8,95.0,钱塘新区,5.0
4976,30042.9,175.0,钱塘新区,17.0
4977,24562.8,125.0,钱塘新区,0.0
4978,20576.1,100.0,钱塘新区,3.0
4979,26077.1,115.0,钱塘新区,9.0
4980,26103.3,430.0,钱塘新区,8.0
4981,33504.6,300.0,钱塘新区,0.0
4982,23863.6,105.0,钱塘新区,0.0
4983,27777.8,200.0,钱塘新区,1.0
4984,14893.6,140.0,钱塘新区,0.0
4985,16177.7,75.0,钱塘新区,1.0
4986,22047.2,280.0,钱塘新区,1.0
4987,26780.7,238.0,钱塘新区,1.0
4988,27291.3,120.0,钱塘新区,0.0
4989,29508.6,260.0,钱塘新区,1.0
4990,17543.9,125.0,钱塘新区,0.0
4991,15561.2,80.0,钱塘新区,0.0
4993,27904,350.0,钱塘新区,1.0
4994,16913.3,80.0,钱塘新区,0.0
4995,38084.2,330.0,钱塘新区,1.0
4996,33944.3,300.0,钱塘新区,1.0
4997,20555,100.0,钱塘新区,1.0
4998,13953.5,108.0,钱塘新区,0.0
4999,27403,130.0,钱塘新区,11.0
5000,30923.9,160.0,钱塘新区,2.0
5001,16321.4,78.0,钱塘新区,0.0
5002,24971.6,110.0,钱塘新区,2.0
5003,17763.2,108.0,钱塘新区,3.0
5004,27328.6,120.0,钱塘新区,2.0
5005,20316,90.0,钱塘新区,0.0
5006,25000,105.0,钱塘新区,6.0
5007,20000,90.0,钱塘新区,0.0
5008,22003.4,105.0,钱塘新区,0.0
5009,29704.7,170.0,钱塘新区,1.0
5010,15611.1,105.0,钱塘新区,28.0
5011,21378.2,94.0,钱塘新区,3.0
5012,17924.4,100.0,钱塘新区,16.0
5013,14516.1,135.0,钱塘新区,3.0
5014,24489.8,108.0,钱塘新区,0.0
5015,16780.8,125.0,钱塘新区,1.0
5016,19384.9,75.0,钱塘新区,0.0
5017,20632.7,105.0,钱塘新区,1.0
5018,27223.2,120.0,钱塘新区,26.0
5019,17381.5,77.0,钱塘新区,4.0
5020,17009.8,95.0,钱塘新区,3.0
5021,27210.9,120.0,钱塘新区,3.0
5022,29991.4,350.0,钱塘新区,2.0
5023,17948.7,70.0,钱塘新区,0.0
5024,22029.4,132.0,钱塘新区,13.0
5025,15957.4,75.0,钱塘新区,6.0
5026,15454.5,85.0,钱塘新区,0.0
5027,23737.6,110.0,钱塘新区,0.0
5028,24257.1,200.0,钱塘新区,0.0
5029,22461.4,96.0,钱塘新区,0.0
5030,14291.2,75.0,钱塘新区,5.0
5031,34415.6,265.0,钱塘新区,1.0
5032,16494.8,160.0,钱塘新区,0.0
5033,23389,98.0,钱塘新区,2.0
5034,24505.4,135.0,钱塘新区,3.0
5035,34309.2,300.0,钱塘新区,10.0
5036,16196.6,85.0,钱塘新区,17.0
5037,24367.6,105.0,钱塘新区,0.0
5038,18826.1,102.0,钱塘新区,1.0
5039,21105.5,105.0,钱塘新区,4.0
5040,13468.7,130.0,钱塘新区,2.0
5041,44378.7,750.0,钱塘新区,6.0
5042,33010.8,290.0,钱塘新区,0.0
5043,26900.6,460.0,钱塘新区,0.0
5044,25000,105.0,钱塘新区,0.0
5045,17130.6,80.0,钱塘新区,2.0
5046,22181.7,146.0,钱塘新区,1.0
5047,17000,85.0,钱塘新区,0.0
5048,15375.5,155.0,钱塘新区,1.0
5049,21566.4,95.0,钱塘新区,0.0
5050,31460.7,280.0,钱塘新区,0.0
5051,22039.7,110.0,钱塘新区,2.0
5052,15378.5,155.0,钱塘新区,0.0
5053,21818.2,120.0,钱塘新区,2.0
5054,17909.5,89.1,钱塘新区,3.0
5055,16177.7,75.0,钱塘新区,0.0
5056,28227.8,115.0,钱塘新区,2.0
5057,29676.3,320.0,钱塘新区,1.0
5058,16094.4,75.0,钱塘新区,1.0
5059,23397.3,100.0,钱塘新区,7.0
5060,19187.4,85.0,钱塘新区,3.0
5061,17256.3,80.0,钱塘新区,2.0
5062,15377,155.0,钱塘新区,0.0
5063,23907.7,458.0,钱塘新区,4.0
5064,17841.4,81.0,钱塘新区,0.0
5065,19186.5,75.0,钱塘新区,0.0
5066,15957.4,75.0,钱塘新区,1.0
5067,30493.3,170.0,钱塘新区,1.0
5068,15665.2,73.0,钱塘新区,6.0
5069,29665.7,268.0,钱塘新区,0.0
5070,14556.7,155.0,钱塘新区,0.0
5071,18338.7,85.0,钱塘新区,0.0
5072,21046.9,115.0,钱塘新区,0.0
5073,28729.6,275.0,钱塘新区,1.0
5074,25545.3,130.0,钱塘新区,0.0
5075,21057.6,90.0,钱塘新区,3.0
5076,17613.4,120.0,钱塘新区,7.0
5077,19929.1,180.0,钱塘新区,5.0
5078,22449,110.0,钱塘新区,0.0
5079,22597.8,115.0,钱塘新区,0.0
5080,33266.1,165.0,钱塘新区,2.0
5081,18408.6,93.0,钱塘新区,0.0
5082,32258.1,160.0,钱塘新区,0.0
5083,40789.5,310.0,钱塘新区,0.0
5084,25902.5,160.0,钱塘新区,0.0
5085,26418,170.0,钱塘新区,0.0
5086,29328.8,260.0,钱塘新区,1.0
5087,31071,255.0,钱塘新区,0.0
5088,18750,90.0,钱塘新区,0.0
5089,23780.7,118.0,钱塘新区,0.0
5090,17647.1,120.0,钱塘新区,2.0
5091,32500,130.0,钱塘新区,0.0
5092,32727.3,180.0,钱塘新区,0.0
5093,20121.7,86.0,钱塘新区,2.0
5094,16378.8,110.0,钱塘新区,0.0
5095,19187.4,85.0,钱塘新区,0.0
5096,17021.3,80.0,钱塘新区,0.0
5097,16281.8,110.0,钱塘新区,6.0
5098,20816.3,102.0,钱塘新区,0.0
5099,34308.1,210.0,钱塘新区,0.0
5100,23210.1,118.0,钱塘新区,0.0
5101,16177.7,75.0,钱塘新区,0.0
5102,16875.6,70.0,钱塘新区,0.0
5103,29458.6,148.0,钱塘新区,1.0
5104,37380.9,310.0,钱塘新区,1.0
5105,31292.6,390.0,钱塘新区,0.0
5106,20457.6,135.0,钱塘新区,1.0
5107,29339.5,370.0,钱塘新区,1.0
5108,11787.5,85.0,钱塘新区,1.0
5109,26674.2,235.0,钱塘新区,0.0
5110,25735.3,175.0,钱塘新区,0.0
5111,34368.2,300.0,钱塘新区,0.0
5112,27271.7,238.0,钱塘新区,0.0
5113,36956.5,255.0,钱塘新区,0.0
5114,23563.2,205.0,钱塘新区,0.0
5115,13779.5,133.0,钱塘新区,2.0
5116,24719.1,220.0,钱塘新区,68.0
5117,18546.8,158.0,钱塘新区,5.0
5118,25842.7,230.0,钱塘新区,168.0
5119,29986.3,175.0,钱塘新区,18.0
5120,31782.7,660.0,钱塘新区,18.0
5121,40224.7,358.0,钱塘新区,19.0
5122,35404,705.0,钱塘新区,6.0
5123,26195.7,310.0,钱塘新区,34.0
5124,25455.4,225.0,钱塘新区,114.0
5125,24697.9,280.0,钱塘新区,305.0
5126,23326.6,207.0,钱塘新区,152.0
5127,24257.4,490.0,钱塘新区,10.0
5128,25054.3,300.0,钱塘新区,7.0
5129,24494.9,485.0,钱塘新区,2.0
5130,26666.7,480.0,钱塘新区,0.0
5131,42696.6,380.0,钱塘新区,3.0
5132,25806.5,400.0,钱塘新区,42.0
5133,17812.9,770.0,钱塘新区,131.0
5134,19449.5,330.0,钱塘新区,18.0
5135,23973.1,485.0,钱塘新区,55.0
5136,26953.8,219.0,钱塘新区,4.0
5137,35855.1,400.0,钱塘新区,46.0
5138,23084.7,295.0,钱塘新区,20.0
5139,32850.2,680.0,钱塘新区,67.0
5140,19103.8,405.0,钱塘新区,72.0
5141,22942.4,320.0,钱塘新区,4.0
5142,33189.7,385.0,钱塘新区,2.0
5143,27581.4,550.0,钱塘新区,258.0
5144,11181.8,61.5,钱塘新区,12.0
5145,31722.2,508.0,钱塘新区,16.0
5146,34347.4,735.0,钱塘新区,1.0
5147,21598.3,200.0,钱塘新区,636.0
5148,11621.2,60.0,钱塘新区,0.0
5149,25919.9,460.0,钱塘新区,1.0
5150,28146.1,380.0,钱塘新区,0.0
5151,33433.6,300.0,钱塘新区,2.0
5152,18439.7,260.0,钱塘新区,6.0
5153,24218.8,310.0,钱塘新区,289.0
5154,12164.9,118.0,钱塘新区,50.0
5155,26732.2,250.0,钱塘新区,15.0
5156,34706.6,385.0,钱塘新区,97.0
5157,29202.9,255.0,钱塘新区,30.0
5158,18878,495.0,钱塘新区,4.0
5159,26233.4,335.0,钱塘新区,16.0
5160,33333.3,450.0,钱塘新区,7.0
5161,27272.1,388.0,钱塘新区,0.0
5162,22477,200.0,钱塘新区,18.0
5163,21276.6,100.0,钱塘新区,1.0
5164,26628.8,450.0,钱塘新区,16.0
5165,20227.3,89.0,钱塘新区,14.0
5166,41619.4,550.0,钱塘新区,11.0
5167,21395,400.0,钱塘新区,78.0
5168,22834.6,290.0,钱塘新区,3.0
5169,28136.6,453.0,钱塘新区,7.0
5170,26340.6,335.0,钱塘新区,67.0
5171,24752.5,170.0,钱塘新区,10.0
5172,44342.2,395.0,钱塘新区,1.0
5173,27573.5,360.0,钱塘新区,81.0
5174,27528.1,245.0,钱塘新区,7.0
5175,22747.2,285.0,钱塘新区,39.0
5176,25111.4,400.0,钱塘新区,2.0
5177,22222.2,100.0,钱塘新区,12.0
5178,25679.6,290.0,钱塘新区,1.0
5179,21112.4,93.0,钱塘新区,17.0
5180,36028.8,315.0,钱塘新区,22.0
5181,25403.5,288.0,钱塘新区,1.0
5182,17928.7,85.0,钱塘新区,7.0
5183,22514.2,305.0,钱塘新区,25.0
5184,26227.7,235.0,钱塘新区,2.0
5185,24977.3,220.0,钱塘新区,32.0
5186,22464.3,330.0,钱塘新区,77.0
5187,35884.1,400.0,钱塘新区,23.0
5188,23608.1,360.0,钱塘新区,6.0
5189,27176.2,325.0,钱塘新区,9.0
5190,28847,320.0,钱塘新区,6.0
5191,31258.1,362.0,钱塘新区,5.0
5192,26087,420.0,钱塘新区,15.0
5193,41304,465.0,钱塘新区,15.0
5194,25280.9,225.0,钱塘新区,61.0
5195,23612.7,357.0,钱塘新区,9.0
5196,33271.6,790.0,钱塘新区,8.0
5197,17164.2,230.0,钱塘新区,29.0
5198,17993.1,430.0,钱塘新区,37.0
5199,25480.7,220.0,钱塘新区,57.0
5200,20840.9,400.0,钱塘新区,26.0
5201,31820.4,530.0,钱塘新区,11.0
5202,13299.1,150.0,钱塘新区,2.0
5203,44651.5,1380.0,钱塘新区,111.0
5204,18134.8,470.0,钱塘新区,7.0
5205,41573,370.0,钱塘新区,6.0
5206,19992.9,680.0,钱塘新区,13.0
5207,28183.1,848.0,钱塘新区,33.0
5208,12973.4,62.0,钱塘新区,3.0
5209,24528,330.0,钱塘新区,3.0
5210,24256.4,305.0,钱塘新区,3.0
5211,12506.2,76.0,钱塘新区,0.0
5212,27343.8,350.0,钱塘新区,26.0
5213,26404.5,235.0,钱塘新区,52.0
5214,23129.5,575.0,钱塘新区,6.0
5215,27013.3,479.0,钱塘新区,4.0
5216,27553.2,259.0,钱塘新区,35.0
5217,28256.9,385.0,钱塘新区,3.0
5218,18355.4,225.0,钱塘新区,18.0
5219,23507.5,315.0,钱塘新区,31.0
5220,22715.1,298.0,钱塘新区,14.0
5221,34761.9,730.0,钱塘新区,4.0
5222,28683.5,256.0,钱塘新区,33.0
5223,32933.3,225.0,钱塘新区,54.0
5224,23882.6,210.0,钱塘新区,1.0
5225,37301.3,800.0,钱塘新区,0.0
5226,20000,220.0,钱塘新区,2.0
5227,16274.6,110.0,钱塘新区,0.0
5228,30674.8,270.0,钱塘新区,12.0
5229,26459.7,300.0,钱塘新区,76.0
5230,35641,278.0,钱塘新区,11.0
5231,24163.1,480.0,钱塘新区,5.0
5232,47970.5,1300.0,钱塘新区,26.0
5233,31707.3,260.0,钱塘新区,2.0
5234,41173.1,285.0,钱塘新区,49.0
5235,24390.2,400.0,钱塘新区,39.0
5236,19937.4,382.0,钱塘新区,3.0
5237,42140.5,1260.0,钱塘新区,2.0
5238,25510.2,500.0,钱塘新区,70.0
5239,34831.5,310.0,钱塘新区,15.0
5240,25949.5,220.0,钱塘新区,2.0
5241,24950.6,480.0,钱塘新区,1.0
5242,21955,420.0,钱塘新区,5.0
5243,37698.1,490.0,钱塘新区,51.0
5244,30914,230.0,钱塘新区,3.0
5245,73458.2,2200.0,钱塘新区,1.0
5246,27823.3,560.0,钱塘新区,18.0
5247,26404.5,235.0,钱塘新区,0.0
5248,34765.6,445.0,钱塘新区,21.0
5249,27555.9,238.0,钱塘新区,64.0
5250,27205.9,370.0,钱塘新区,3.0
5251,46899.4,900.0,钱塘新区,39.0
5252,26086,230.0,钱塘新区,82.0
5253,27545.7,300.0,钱塘新区,0.0
5254,25618.2,230.0,钱塘新区,0.0
5255,17446.8,82.0,钱塘新区,0.0
5256,39732.6,743.0,钱塘新区,6.0
5257,22577.6,120.0,钱塘新区,17.0
5258,27659.6,260.0,钱塘新区,0.0
5259,32905.6,300.0,钱塘新区,1.0
5260,19942.2,580.0,钱塘新区,1.0
5261,19864.9,100.0,钱塘新区,19.0
5262,13641.4,62.0,钱塘新区,10.0
5263,17711.9,220.0,钱塘新区,3.0
5264,25525.1,350.0,钱塘新区,17.0
5265,37951.8,315.0,钱塘新区,0.0
5266,19769.4,108.0,钱塘新区,27.0
5267,17927.6,100.0,钱塘新区,1.0
5268,37007.9,470.0,钱塘新区,34.0
5269,40192.3,209.0,钱塘新区,13.0
5270,21951.2,90.0,钱塘新区,18.0
5271,26360.3,265.0,钱塘新区,92.0
5272,26598.7,240.0,钱塘新区,21.0
5273,29340.7,255.0,钱塘新区,6.0
5274,35469.1,310.0,钱塘新区,3.0
5275,28148.1,228.0,钱塘新区,19.0
5276,17520.4,420.0,钱塘新区,2.0
5277,22272.7,98.0,钱塘新区,39.0
5278,28354,380.0,钱塘新区,20.0
5279,33407.6,360.0,钱塘新区,11.0
5280,27565.2,317.0,钱塘新区,1.0
5281,38523.8,238.0,钱塘新区,1.0
5282,27497.7,270.0,钱塘新区,5.0
5283,25782.3,365.0,钱塘新区,0.0
5284,28028.2,398.0,钱塘新区,2.0
5285,15151.5,150.0,钱塘新区,8.0
5286,27844.1,350.0,钱塘新区,3.0
5287,29148,260.0,钱塘新区,29.0
5288,27284.9,366.0,钱塘新区,9.0
5289,24913.9,340.0,钱塘新区,0.0
5290,23542.6,210.0,钱塘新区,88.0
5291,35155,220.0,钱塘新区,17.0
5292,23443.2,355.0,钱塘新区,1.0
5293,25655.3,230.0,钱塘新区,1.0
5294,25332.1,368.0,钱塘新区,5.0
5295,33567.8,210.0,钱塘新区,44.0
5296,23308.3,310.0,钱塘新区,2.0
5297,33143.9,210.0,钱塘新区,1.0
5298,28671,255.0,钱塘新区,9.0
5299,23440.6,360.0,钱塘新区,2.0
5300,27103.6,220.0,钱塘新区,1.0
5301,25208.9,350.0,钱塘新区,22.0
5302,24230.8,315.0,钱塘新区,17.0
5303,25202.4,470.0,钱塘新区,3.0
5304,67842.6,1500.0,钱塘新区,19.0
5305,24637.7,340.0,钱塘新区,0.0
5306,28073.8,245.0,钱塘新区,14.0
5307,26344.1,245.0,钱塘新区,24.0
5308,24640.3,310.0,钱塘新区,0.0
5309,24431.2,320.0,钱塘新区,7.0
5310,22368.1,385.0,钱塘新区,4.0
5311,33678.5,335.0,钱塘新区,1.0
5312,22000,704.0,钱塘新区,0.0
5313,28466.9,350.0,钱塘新区,1.0
5314,28978.3,350.0,钱塘新区,7.0
5315,32074.1,270.0,钱塘新区,1.0
5316,32022.5,285.0,钱塘新区,6.0
5317,25290.4,135.0,钱塘新区,74.0
5318,15416.7,74.0,钱塘新区,1.0
5319,27982.5,600.0,钱塘新区,18.0
5320,34608.1,200.0,钱塘新区,8.0
5321,26831.1,348.0,钱塘新区,5.0
5322,20530.4,600.0,钱塘新区,3.0
5323,19942.2,580.0,钱塘新区,16.0
5324,25782.4,290.0,钱塘新区,4.0
5325,18078.7,102.0,钱塘新区,9.0
5326,26682.5,360.0,钱塘新区,12.0
5327,25888.3,255.0,钱塘新区,1.0
5328,26487.1,240.0,钱塘新区,264.0
5329,28421.8,255.0,钱塘新区,0.0
5330,21892.1,280.0,钱塘新区,2.0
5331,21434.5,410.0,钱塘新区,4.0
5332,24247.2,310.0,钱塘新区,17.0
5333,25195.8,325.0,钱塘新区,73.0
5334,36079.8,275.0,钱塘新区,14.0
5335,19291.3,245.0,钱塘新区,10.0
5336,33038.4,295.0,钱塘新区,0.0
5337,45710.3,390.0,钱塘新区,0.0
5338,24048.7,450.0,钱塘新区,1.0
5339,29687.5,285.0,钱塘新区,1.0
5340,46796.4,1200.0,钱塘新区,1.0
5341,14012.7,55.0,钱塘新区,156.0
5342,15742.6,159.0,钱塘新区,0.0
5343,29511.9,260.0,钱塘新区,8.0
5344,15911.3,66.0,钱塘新区,61.0
5345,35643.6,360.0,钱塘新区,4.0
5346,21058.2,398.0,钱塘新区,0.0
5347,30103.7,540.0,钱塘新区,13.0
5348,24779.7,450.0,钱塘新区,2.0
5349,34487.6,740.0,钱塘新区,0.0
5350,41183,518.0,钱塘新区,1.0
5351,25015.6,440.0,钱塘新区,5.0
5352,27884.6,145.0,钱塘新区,4.0
5353,24376.1,168.0,钱塘新区,2.0
5354,21993.1,640.0,钱塘新区,1.0
5355,28037.4,480.0,钱塘新区,15.0
5356,24557.6,340.0,钱塘新区,17.0
5357,24395.4,580.0,钱塘新区,4.0
5358,44073,1350.0,钱塘新区,307.0
5359,14519.7,125.0,钱塘新区,21.0
5360,43216.2,760.0,钱塘新区,12.0
5361,13020.8,125.0,钱塘新区,34.0
5362,33602.2,375.0,钱塘新区,6.0
5363,39382.4,880.0,钱塘新区,4.0
5364,13446,70.0,钱塘新区,2.0
5365,36685,220.0,钱塘新区,3.0
5366,20547.9,150.0,钱塘新区,5.0
5367,24905.4,375.0,钱塘新区,2.0
5368,21925.8,120.0,钱塘新区,11.0
5369,26741.6,238.0,钱塘新区,3.0
5370,30391.7,270.0,钱塘新区,0.0
5371,27144.4,350.0,钱塘新区,5.0
5372,30594.4,385.0,钱塘新区,4.0
5373,26734.9,230.0,钱塘新区,0.0
5374,16930,75.0,钱塘新区,18.0
5375,26561,248.0,钱塘新区,3.0
5376,31496.1,280.0,钱塘新区,1.0
5377,33607.5,380.0,钱塘新区,0.0
5378,29629.6,340.0,钱塘新区,0.0
5379,52205.2,580.0,钱塘新区,0.0
5380,26100.2,360.0,钱塘新区,2.0
5381,21373.9,500.0,钱塘新区,0.0
5382,28924.7,255.0,钱塘新区,1.0
5383,21566.4,95.0,钱塘新区,0.0
5384,28127.8,250.0,钱塘新区,2.0
5385,34759.4,650.0,钱塘新区,51.0
5386,32489.4,290.0,钱塘新区,4.0
5387,24664.9,460.0,钱塘新区,18.0
5388,30310.1,260.0,钱塘新区,17.0
5389,27076.9,220.0,钱塘新区,5.0
5390,28285.2,240.0,钱塘新区,10.0
5391,29115.3,260.0,钱塘新区,0.0
5392,43840.6,605.0,钱塘新区,4.0
5393,27559.1,70.0,钱塘新区,5.0
5394,36714.6,350.0,钱塘新区,13.0
5395,14242.2,145.0,钱塘新区,0.0
5396,39209.5,500.0,钱塘新区,4.0
5397,28918.1,510.0,钱塘新区,3.0
5398,24360.5,460.0,钱塘新区,19.0
5399,25301.7,260.0,钱塘新区,3.0
5400,16336.6,165.0,钱塘新区,34.0
5401,14851.5,150.0,钱塘新区,110.0
5402,17559.3,100.0,钱塘新区,0.0
5403,22186.1,82.0,钱塘新区,3.0
5404,55572.5,730.0,钱塘新区,12.0
5405,29647.2,200.0,钱塘新区,0.0
5406,43023.3,370.0,钱塘新区,0.0
5407,33474.7,300.0,钱塘新区,24.0
5408,30476.2,128.0,钱塘新区,26.0
5409,31781.2,430.0,钱塘新区,0.0
5410,28896.1,445.0,钱塘新区,0.0
5411,23540.2,358.0,钱塘新区,95.0
5412,31917.4,275.0,钱塘新区,61.0
5413,28281.3,259.0,钱塘新区,41.0
5414,27261.5,220.0,钱塘新区,0.0
5415,28977.1,300.0,钱塘新区,2.0
5416,31486.1,275.0,钱塘新区,1.0
5417,22594.1,135.0,钱塘新区,17.0
5418,21052.6,360.0,钱塘新区,35.0
5419,44603,400.0,钱塘新区,0.0
5420,24861.9,450.0,钱塘新区,36.0
5421,22324.8,450.0,钱塘新区,0.0
5422,16438.4,120.0,钱塘新区,29.0
5423,22727.3,425.0,钱塘新区,23.0
5424,15690.6,71.0,钱塘新区,0.0
5425,44331.6,585.0,钱塘新区,0.0
5426,21491.5,600.0,钱塘新区,6.0
5427,24696.7,340.0,钱塘新区,6.0
5428,46212.1,610.0,钱塘新区,0.0
5429,28108.8,250.0,钱塘新区,0.0
5430,31720.4,295.0,钱塘新区,13.0
5431,39265,500.0,钱塘新区,77.0
5432,28053,235.0,钱塘新区,0.0
5433,18722.5,85.0,钱塘新区,68.0
5434,35851.2,318.0,钱塘新区,2.0
5435,22088.8,92.0,钱塘新区,0.0
5436,32979.7,457.0,钱塘新区,3.0
5437,28443.9,255.0,钱塘新区,0.0
5438,18030.3,119.0,钱塘新区,11.0
5439,28405.9,255.0,钱塘新区,6.0
5440,43882.4,1100.0,钱塘新区,1.0
5441,29121.9,260.0,钱塘新区,21.0
5442,15211.3,108.0,钱塘新区,44.0
5443,29629.6,240.0,钱塘新区,30.0
5444,27790.4,245.0,钱塘新区,0.0
5445,30337.1,270.0,钱塘新区,1.0
5446,26894.9,220.0,钱塘新区,24.0
5447,14423.1,75.0,钱塘新区,19.0
5448,28921,260.0,钱塘新区,5.0
5449,27033.1,240.0,钱塘新区,0.0
5450,48145.2,658.0,钱塘新区,0.0
5451,22401.7,430.0,钱塘新区,0.0
5452,21269.1,120.0,钱塘新区,1.0
5453,29523.9,240.0,钱塘新区,0.0
5454,31305.9,280.0,钱塘新区,5.0
5455,24210.3,338.0,钱塘新区,45.0
5456,43840.6,605.0,钱塘新区,2.0
5457,32954.5,580.0,钱塘新区,0.0
5458,29167.6,260.0,钱塘新区,0.0
5459,19166.9,75.0,钱塘新区,24.0
5460,17808.2,130.0,钱塘新区,3.0
5461,15046.8,135.0,钱塘新区,79.0
5462,22393.8,580.0,钱塘新区,58.0
5463,29120.9,265.0,钱塘新区,1.0
5464,41860.5,360.0,钱塘新区,0.0
5465,27997.8,350.0,钱塘新区,1.0
5466,38461.5,850.0,钱塘新区,1.0
5467,27580.8,350.0,钱塘新区,6.0
5468,29270.6,500.0,钱塘新区,25.0
5469,25812.8,420.0,钱塘新区,2.0
5470,28197.5,265.0,钱塘新区,4.0
5471,23281.3,447.0,钱塘新区,0.0
5472,14489.5,130.0,钱塘新区,16.0
